,book_name,Ganer,rating,rating_count,pages,price,Author
228,Death on the Nile : B1,"Language Teaching & Learning Material & Coursework, Language Readers, Literary Studies: General, ELT: Learning Material & Coursework, ELT Graded Readers, Crime, Crime Fiction, Teaching Resources & Education, Secondary Schools, Adult Education, Continuous Learning, Teachers Classroom Resources & Material, Mystery Books for Kids",4.12,221071,96,44.42,Agatha Christie
229,Parker Pyne Investigates,"Contemporary Fiction, Crime, Crime Fiction, Vintage Crime",3.77,17944,319,58.70,Agatha Christie
231,The Mysterious Mr Quin,"Crime, Crime Fiction",3.73,13580,424,88.24,Agatha Christie
232,Passenger to Frankfurt,"Crime, Crime Fiction",2.89,11561,288,65.80,Agatha Christie
233,Destination Unknown,"Crime, Crime Fiction",3.7,12910,328,65.80,Agatha Christie
234,The Grand Tour : Letters and Photographs from the British Empire Expedition 1922,"Biography: General, Biography: Literary, Diaries, Letters & Journals, Memoirs, Anthologies (non-poetry), 20th Century History: C 1900 To C 2000, Guidebooks, Travel Writing, Classic Travel Writing",3.8,646,400,60.32,Agatha Christie
235,The Tuesday Club Murders : Miss Marple's Thirteen Problems,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",3.93,29840,240,71.79,Agatha Christie
236,The Listerdale Mystery,"Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",3.55,4457,320,47.17,Agatha Christie
237,The Regatta Mystery and Other Stories,"Anthologies (non-poetry), Crime, Crime Fiction, Vintage Crime",3.88,9373,231,64.77,Agatha Christie
239,The Witness for the Prosecution and Other Stories,"Crime, Crime Fiction",3.9,7493,383,63.58,Agatha Christie
240,Hercule Poirot and the Greenshore Folly,"Fiction Books, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers, Short Story Books",3.81,4390,160,60.28,Agatha Christie
241,The Harlequin Tea Set,"Crime, Crime Fiction",3.74,4768,224,46.74,Agatha Christie
242,Giant's Bread,"Contemporary Fiction, Crime, Crime Fiction",3.97,3183,320,47.09,Agatha Christie
243,The Murder of Roger Ackroyd : The Best Murder Mystery Novel of All Time,"Crime, Crime Fiction",4.26,221423,116,42.36,Agatha Christie
244,Agatha Christie: Twelve Radio Mysteries : Twelve BBC Radio 4 dramatisations,"Classic Books & Novels, Crime, Crime Fiction",3.28,232,1,96.54,Agatha Christie
245,The Murder on the Links,"Classic Books & Novels, Crime, Crime Fiction, Thriller Books, Thrillers",3.86,75982,182,47.09,Agatha Christie
246,The Witness for the Prosecution : And Other Stories,"Crime, Crime Fiction",3.9,7493,279,63.58,Agatha Christie
247,The Mysterious Affair at Styles : The 100th Anniversary Edition,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers, Horror",4,357222,320,47.39,Agatha Christie
248,The Mousetrap,Language Readers,3.91,4742,104,43.23,Agatha Christie
249,Double Sin,"Crime, Crime Fiction, Short Story Books",3.69,759,34,41.10,Agatha Christie
250,The Body in the Library,"Crime, Crime Fiction",3.84,91345,192,63.91,Agatha Christie
251,The Mysterious Affair at Styles (Painted Edition),"Fiction Books, Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Historical Crime",4,362465,224,120.93,Agatha Christie
252,The Under Dog,"Crime, Crime Fiction, Vintage Crime, Short Story Books",3.73,5704,240,64.89,Agatha Christie
253,Poirot Investigates : A Hercule Poirot Collection,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Historical Crime, Adventure Books",3.96,55928,262,156.41,Agatha Christie
254,Agatha Christie : A Biography,"Biography: General, Biography: Arts & Entertainment, Biography: Literary",4.19,1274,416,61.25,Agatha Christie
255,The Secret Adversary,"Anthologies (non-poetry), Classic Books & Novels, Crime, Crime Fiction, Espionage, Adventure Books",3.85,54898,238,55.47,Agatha Christie
256,The Mysterious Affair at Styles : Hercule Poirot's First Case (Hercule Poirot Mysteries),"Classic Books & Novels, Crime, Crime Fiction, Thriller Books, Thrillers",4,358179,160,36.03,Agatha Christie
257,Bodies from the Library : Lost Tales of Mystery and Suspense from the Golden Age of Detection,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers, Short Story Books",3.74,625,336,47.74,Agatha Christie
262,"The Man in the Brown Suit : Level 5, B2+","Language Teaching & Learning Material & Coursework, Language Readers, ELT: Learning Material & Coursework, ELT Graded Readers, Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Thriller Books, Thrillers, Adventure Books, Teaching Resources & Education, Secondary Schools, Adult Education, Continuous Learning, Teachers Classroom Resources & Material",3.95,102169,128,67.47,Agatha Christie
263,Star Over Bethlehem : Poems and Holiday Stories,"Poetry Books, Poetry By Individual Poets, Crime, Crime Fiction, Vintage Crime, Short Story Books",3.56,866,224,64.66,Agatha Christie
265,Agatha Christie's Miss Marple : The Life and Times of Miss Jane Marple,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",3.68,262,160,46.65,Agatha Christie
268,Witness for the Prosecution: Play,"Plays, Playscripts",4.16,318,84,64.45,Agatha Christie
269,El Misterioso Caso de Styles,"Contemporary Fiction, Crime, Crime Fiction",4,358179,255,43.26,Agatha Christie
271,"Murder, She Said : The Quotable Miss Marple","Anthologies (non-poetry), Crime, Crime Fiction, Vintage Crime, Dictionaries Of Quotations",3.64,200,160,69.00,Agatha Christie
272,En el hotel Bertram,"Crime, Crime Fiction",3.72,34209,288,59.57,Agatha Christie
275,The Mysterious Affair at Styles : The First Hercule Poirot Mystery,"Crime, Crime Fiction",4,358179,216,49.55,Agatha Christie
276,Ordeal By Innocence,"Crime, Crime Fiction",3.83,23538,360,70.31,Agatha Christie
280,Collins The Murder of Roger Ackroyd (ELT Reader) : Abridged,"ELT Graded Readers, Crime, Crime Fiction",4.25,444,128,51.69,Agatha Christie
283,Asesinato En El Orient Express,Anthologies (non-poetry),4.2,530457,166,55.47,Agatha Christie
285,The Mysterious Affair At Styles [Large Print Edition] : The Complete & Unabridged Classic Mystery,"Crime, Crime Fiction",4,358179,252,65.35,Agatha Christie
286,Taken at the Flood,"Crime, Crime Fiction, Vintage Crime",3.75,21000,288,127.90,Agatha Christie
288,El misterio de la guía de ferrocarriles,Home,4.03,142193,264,104.89,Agatha Christie
289,Agatha Christie's Hercule Poirot : The Life and Times of Hercule Poirot,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",3.89,379,352,47.95,Agatha Christie
291,Y no quedó ninguno,"Contemporary Fiction, Crime, Crime Fiction",4.28,1152566,256,95.38,Agatha Christie
294,Asesinato en el Orient Express,"Contemporary Fiction, Crime, Crime Fiction",4.2,530457,272,48.28,Agatha Christie
295,Level 4: The Mirror Cracked from Side to Side Book and MP3 Pack,"Language Teaching & Learning Material & Coursework, ELT Graded Readers, ELT Non-book Material & Resources, Crime, Crime Fiction",3.94,40966,88,64.86,Agatha Christie
297,Murder on the Nile: Play,"Plays, Playscripts",4.19,2298,68,74.08,Agatha Christie
298,¿Por qué no le preguntan a Evans?,"Contemporary Fiction, Crime, Crime Fiction",3.9,29168,272,92.68,Agatha Christie
299,Un puñado de centeno,"Contemporary Fiction, Crime, Crime Fiction",3.91,39497,208,88.40,Agatha Christie
301,El truco de los espejos,"Contemporary Fiction, Crime, Crime Fiction",3.78,33611,256,85.54,Agatha Christie
302,Se anuncia un asesinato,"Crime, Crime Fiction",4,62107,320,43.26,Agatha Christie
303,The Mysterious Affair at Styles : (Inspector Poirot) (Agatha Christie Classics Collection),"Contemporary Fiction, Crime, Crime Fiction",4,358179,144,47.41,Agatha Christie
305,Muerte en la vicaría,"Contemporary Fiction, Crime, Crime Fiction",4.06,174376,240,43.26,Agatha Christie
306,Und dann gab es keines mehr,"Vintage Crime, Vintage Crime, Thriller Books, Thrillers",4.28,1154744,224,66.00,Agatha Christie
307,El asesinato de Roger Ackroyd,"Crime, Crime Fiction, Vintage Crime",4.26,224512,256,43.26,Agatha Christie
308,Spider's Web: Play,"Plays, Playscripts",3.92,667,100,64.47,Agatha Christie
309,Mord im Orientexpress,Home,4.06,1365,44,104.89,Agatha Christie
310,And Then There Were None: Play,"Plays, Playscripts, Crime, Crime Fiction, Vintage Crime, Historical Fiction",4.28,1819,96,71.00,Agatha Christie
311,A Murder is Announced: Play,"Plays, Playscripts",4.03,409,72,74.33,Agatha Christie
313,Pasajero para Frankfurt,"Contemporary Fiction, Crime, Crime Fiction, Political & Legal",2.89,11561,288,60.79,Agatha Christie
314,Problema en Pollensa,"Contemporary Fiction, Crime, Crime Fiction",3.88,9415,224,84.18,Agatha Christie
315,Bertram's Hotel,"Vintage Crime, Vintage Crime, Thriller Books, Thrillers",3.72,34225,256,60.01,Agatha Christie
316,By the Pricking of My Thumbs,"Crime, Crime Fiction",3.76,19568,272,67.57,Agatha Christie
317,La venganza de Nofret,"Contemporary Fiction, Crime, Crime Fiction",3.85,20664,208,44.38,Agatha Christie
318,El misterioso señor Brown,"Contemporary Fiction, Crime, Crime Fiction",3.85,54898,272,97.29,Agatha Christie
319,Matar Es Facil,"Crime, Crime Fiction, Vintage Crime",3.77,22975,288,58.44,Agatha Christie
321,El Testigo Mudo,Anthologies (non-poetry),3.89,32234,164,52.62,Agatha Christie
323,The Unexpected Guest: Play,"Plays, Playscripts, Crime, Crime Fiction, Vintage Crime",3.84,4704,80,74.08,Agatha Christie
325,Murder on the Orient Express LP,"Contemporary Fiction, Crime, Crime Fiction, Vintage Crime, Historical Fiction",4.2,530457,346,79.05,Agatha Christie
328,Novelas de Agatha Christie : El asesinato de Roger Ackroyd,"Contemporary Fiction, Crime, Crime Fiction, Thriller Books, Thrillers",4.26,226981,272,92.53,Agatha Christie
329,Novelas de Agatha Christie : Asesinato en el Orient Express,"Crime, Crime Fiction, Thriller Books, Thrillers",4.2,530457,240,48.28,Agatha Christie
330,Novelas de Agatha Christie : Muerte en el Nilo,"Contemporary Fiction, Crime, Crime Fiction, Thriller Books, Thrillers",4.12,220938,344,90.04,Agatha Christie
333,Death on the Nile 2020,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",4.12,220938,368,58.63,Agatha Christie
334,The Murder on the Links: A Hercule Poirot Mystery : A Hercule Poirot Mystery,"Crime, Crime Fiction, Vintage Crime",3.86,75982,256,48.30,Agatha Christie
335,Poirot Investigates 2022,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Short Story Books",3.95,56337,288,58.63,Agatha Christie
336,Death on the Nile [Movie Tie-In 2022] : A Hercule Poirot Mystery,"Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers, Historical Fiction",4.12,221197,336,50.07,Agatha Christie
337,Los cuatro grandes,"Contemporary Fiction, Crime, Crime Fiction",3.58,49103,256,86.66,Agatha Christie
338,Cat Among Pigeons : B2+ Level 5,"Language Teaching & Learning Material & Coursework, Language Readers, ELT: Learning Material & Coursework, ELT Graded Readers, Crime, Crime Fiction, Teaching Resources & Education, Secondary Schools, Adult Education, Continuous Learning, Teachers Classroom Resources & Material, Mystery Books for Kids",3.86,37740,122,44.53,Agatha Christie
340,ΕΓΚΛΗΜΑ ΣΤΟΝ ΝΕΙΛΟ,Home,4.12,220938,368,91.22,Agatha Christie
343,16 Uhr 50 ab Paddington,Home,3.96,58203,375,104.89,Agatha Christie
345,POIROT INVESTIGA,"Crime, Crime Fiction",3.96,55928,176,46.53,Agatha Christie
346,"AGATHA CHRISTIE Premium Collection : The Mysterious Affair at Styles, The Secret Adversary, The Murder on the Links, The Cornish Mystery, Hercule Poirot's Cases","Anthologies (non-poetry), Crime, Crime Fiction",4.45,312,568,89.71,Agatha Christie
347,El tren de las 4.50,"Contemporary Fiction, Crime, Crime Fiction",3.96,58228,288,58.45,Agatha Christie
348,Novelas de Agatha Christie : El misterioso caso de Styles,"Contemporary Fiction, Crime, Crime Fiction, Thriller Books, Thrillers",4,358179,224,84.18,Agatha Christie
349,Testigo de cargo,"Crime, Crime Fiction",3.9,7493,208,41.10,Agatha Christie
351,Śmierć nadchodzi jesienią,Home,3.76,3357,400,67.50,Agatha Christie
353,El misterio del tren azul,"Contemporary Fiction, Crime, Crime Fiction",3.85,53143,320,89.07,Agatha Christie
354,Assassinio sull'Orient Express,"Thriller Books, Thrillers",4.2,530457,210,41.10,Agatha Christie
355,And Then There Were None : Exclusive Edition - 2020,Myth & Legend Told As Fiction,4.28,1154744,260,65.55,Agatha Christie
357,And Then There Were None [Tv Tie-In],"Crime, Crime Fiction, Vintage Crime, Historical Crime, Historical Fiction",4.28,1154744,272,67.21,Agatha Christie
358,Śmierć na Nilu,Home,4.03,450,68,54.31,Agatha Christie
359,ASSASSINATO NO EXPRESSO ORIENTE,Contemporary Fiction,4.2,530457,248,117.53,Agatha Christie
360,Rendez-vous ze śmiercią,Home,3.87,50955,224,50.43,Agatha Christie
361,Inocencia trágica,"Contemporary Fiction, Crime, Crime Fiction",3.83,23538,288,87.71,Agatha Christie
362,Dieci piccoli indiani,Home,4.28,1154744,264,104.89,Agatha Christie
364,Towards Zero (Outdoor Version),"Plays, Playscripts",3.93,20412,124,71.23,Agatha Christie
365,Asesinato en Mesopotamia,"Crime, Crime Fiction, People & Places",3.93,50655,240,83.20,Agatha Christie
366,The Mysterious Affair at Styles : Illustrated Large Print Edition,"Crime, Crime Fiction, Thriller Books, Thrillers",4,353751,154,65.58,Agatha Christie
368,C'e un cadavere in biblioteca,"Crime, Crime Fiction",3.84,91399,177,67.93,Agatha Christie
369,Miss Marple y los 13 problemas,"Contemporary Fiction, Crime, Crime Fiction",3.93,29774,240,58.99,Agatha Christie
370,Muerte En La Vicaria,"Crime, Crime Fiction",4.06,174376,418,43.26,Agatha Christie
371,Cianuro espumoso,"Contemporary Fiction, Crime, Crime Fiction",3.91,28114,224,43.13,Agatha Christie
372,Los elefantes pueden recordar,"Contemporary Fiction, Crime, Crime Fiction",3.65,36373,224,56.71,Agatha Christie
373,La muerte visita al dentista,"Contemporary Fiction, Crime, Crime Fiction",3.77,32026,208,56.04,Agatha Christie
374,El espejo se rajó de lado a lado,"Contemporary Fiction, Crime, Crime Fiction",3.94,41361,256,59.31,Agatha Christie
375,Der Todeswirbel,"Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",3.75,21000,299,60.82,Agatha Christie
376,Autobiografía,"Biography: General, Autobiography: General, Contemporary Fiction, Nonfiction History Books for Kids",4.08,10331,672,130.40,Agatha Christie
377,A Murder Is Announced,"Crime, Crime Fiction",4,62107,400,68.41,Agatha Christie
380,Death on the Nile Classic Edition : A Hercule Poirot Mystery,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers, Historical Fiction",4.12,218250,288,82.17,Agatha Christie
381,The ABC Murders [Tv Tie-In] : A Hercule Poirot Mystery,"Crime, Crime Fiction, Vintage Crime, Historical Crime",4.03,142193,272,60.29,Agatha Christie
382,Cinco cerditos,"Crime, Crime Fiction",4.02,61844,256,43.13,Agatha Christie
384,Cita con la muerte,"Crime, Crime Fiction, Vintage Crime",3.87,50611,224,43.26,Agatha Christie
385,Akhnaton,"Plays, Playscripts, Crime, Crime Fiction, Vintage Crime",3.54,303,160,79.89,Agatha Christie
386,Secret Adversary : A Tommy and Tuppence Mystery,"Contemporary Fiction, Crime, Crime Fiction, Vintage Crime",3.85,54898,240,50.17,Agatha Christie
387,Poirot sul Nilo,"Classic Books & Novels, Thriller Books, Thrillers",4.12,220808,252,41.10,Agatha Christie
388,La maison biscornue,"Thriller Books, Thrillers, Childrens General Story Books",4.08,63086,188,61.53,Agatha Christie
390,Die vergessliche Mörderin,"Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",3.68,27382,224,59.49,Agatha Christie
391,The Murder on the Links : Detective Mystery Classic,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers, Adventure Books",3.86,75982,122,43.35,Agatha Christie
393,Novelas de Agatha Christie : Un cadaver en la biblioteca,"Contemporary Fiction, Crime, Crime Fiction, Thriller Books, Thrillers",3.84,91345,208,82.74,Agatha Christie
394,Muerte en las nubes,"Crime, Crime Fiction, Vintage Crime",3.85,45937,256,57.61,Agatha Christie
395,El testigo mudo,Contemporary Fiction,3.89,32494,312,89.22,Agatha Christie
396,Towards Zero: Play,"Plays, Playscripts",3.93,20412,106,70.84,Agatha Christie
397,The Monogram Murders,"Crime, Crime Fiction",3.4,24128,9,81.92,Agatha Christie
399,Der Tod auf dem Nil,Home,4.12,218250,437,104.89,Agatha Christie
400,Die Kleptomanin,Home,3.77,28394,271,104.89,Agatha Christie
401,Un crimen dormido,"Contemporary Fiction, Crime, Crime Fiction",3.97,38933,256,43.26,Agatha Christie
402,Telón,"Contemporary Fiction, Crime, Crime Fiction",4.09,39698,240,89.72,Agatha Christie
403,Poirot a Styles Court,Contemporary Fiction,4,362465,224,44.38,Agatha Christie
404,El Misterioso senor Brown : El Adversario secreto,"Crime, Crime Fiction",3.85,54898,228,67.34,Agatha Christie
405,Poirot Investigates (Hardcover Library Edition),Adventure Books,3.96,55928,194,98.05,Agatha Christie
408,Der Wachsblumenstrauß,Home,3.9,35429,409,104.89,Agatha Christie
409,Sangre en la piscina,"Contemporary Fiction, Crime, Crime Fiction",3.81,30696,304,59.20,Agatha Christie
410,The Wasp's Nest,"Plays, Playscripts",3.71,971,24,60.48,Agatha Christie
412,The Secret Adversary (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),"Crime, Crime Fiction, Vintage Crime, Historical Crime, Adventure Books",3.85,54898,216,142.20,Agatha Christie
413,Miss Marple nei Caraibi,"Thriller Books, Thrillers",3.83,37157,192,87.94,Agatha Christie
414,Muerte bajo el sol,"Contemporary Fiction, Crime, Crime Fiction",3.98,64385,272,58.06,Agatha Christie
416,SÓCIOS NO CRIME: CASOS DE TOMMY E TUPPENCE,Contemporary Fiction,3.78,17772,320,93.37,Agatha Christie
417,El misterio de Pale Horse,Contemporary Fiction,3.83,23682,272,86.73,Agatha Christie
418,El caso de los anónimos,"Contemporary Fiction, Crime, Crime Fiction",3.86,40658,224,89.21,Agatha Christie
420,TRES RATONES CIEGOS,"Crime, Crime Fiction, Vintage Crime",3.82,15888,144,43.13,Agatha Christie
421,"ELEFANTES PUEDEN RECORDAR, LOS","Crime, Crime Fiction",3.65,36107,176,55.59,Agatha Christie
422,Ruhe unsanft,Home,3.97,38933,212,104.89,Agatha Christie
423,Die Morde Des Herrn ABC,"Vintage Crime, Vintage Crime, Thriller Books, Thrillers",4.03,140633,254,66.47,Agatha Christie
424,Matar es fácil,"Crime, Crime Fiction, Vintage Crime",3.77,23153,224,46.81,Agatha Christie
427,Die Tote in der Bibliothek,"Vintage Crime, Vintage Crime, Thriller Books, Thrillers",3.84,91345,203,59.22,Agatha Christie
428,OCHO CASOS DE POIROT,"Crime, Crime Fiction, Vintage Crime",3.73,5709,208,59.21,Agatha Christie
